source,target,type,description,source_urls,confidence,evidence_kind,needs_review,review_notes
tinder-ban,rate-beauty,follow,Authenticated X following list shows this account follows @rate_beauty.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,tapdepoipoi,follow,Authenticated X following list shows this account follows @tapdepoipoi.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,nbmmind,follow,Authenticated X following list shows this account follows @nbmmind.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,okashinaataoka,follow,Authenticated X following list shows this account follows @okashinaataoka.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,bakunakioji,follow,Authenticated X following list shows this account follows @bakunakioji.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,nonchama-pro,follow,Authenticated X following list shows this account follows @nonchama0721.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,kei-male-apex,follow,Authenticated X following list shows this account follows @kei_male_apex.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,chiba-gqn,follow,Authenticated X following list shows this account follows @chiba_gqn.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,nanpawars,follow,Authenticated X following list shows this account follows @nanpawars.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,syahudearu,follow,Authenticated X following list shows this account follows @syahudearu.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,zero-n2,follow,Authenticated X following list shows this account follows @zero_N2.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,nakayamasoku,follow,Authenticated X following list shows this account follows @nakayamasoku.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,ochimpo-samurai,follow,Authenticated X following list shows this account follows @ochimpo_samurai.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-ban,preciou91828145,follow,Authenticated X following list shows this account follows @Preciou91828145.,https://x.com/tinder_ban | https://x.com/tinder_ban/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,x,affiliation,Profile links point to X.,https://x.com/Tinder_god_2,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
tinder-god,tips,affiliation,Profile links point to Tips.,https://x.com/Tinder_god_2 | https://tips.jp/u/Tinder_god/a/0lYtZhbE,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
tinder-god,matching-apps,activity,"Public X profile explicitly frames Tinder, Pairs, and Tapple攻略 as the account's main field.",https://x.com/Tinder_god_2 | https://tips.jp/u/Tinder_god/a/0lYtZhbE,0.72,fact,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
tinder-god,feitan-sub,affiliation,Public X profile labels @Feitan_sub as the linked side account.,https://x.com/Tinder_god_2,0.72,fact,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
tinder-god,tinder109,follow,Authenticated X following list shows this account follows @tinder109.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,syahudearu,follow,Authenticated X following list shows this account follows @syahudearu.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,inaka-stanan,follow,Authenticated X following list shows this account follows @inaka_stanan.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,eroeromancotin,follow,Authenticated X following list shows this account follows @eroeromancotin.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,netonan99,follow,Authenticated X following list shows this account follows @netonan99.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,korasyo-renai,follow,Authenticated X following list shows this account follows @korasyo_renai.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,maya159r,follow,Authenticated X following list shows this account follows @maya159r.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,sshi-pua,follow,Authenticated X following list shows this account follows @sshi_pua.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,preciou91828145,follow,Authenticated X following list shows this account follows @Preciou91828145.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,sg-pua,follow,Authenticated X following list shows this account follows @SG_pua.,https://x.com/Tinder_god_2 | https://x.com/Tinder_god_2/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder-god,rkun-tinder,follow,Authenticated X following list shows this account follows @Rkun_tinder.,https://x.com/Tinder_god_2 | https://x.com/Rkun_tinder,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tinder-god,new-kaede-2026,follow,Authenticated X following list shows this account follows @NEW_KAEDE_2026.,https://x.com/Tinder_god_2 | https://x.com/NEW_KAEDE_2026,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tinder-god,ciel-rru,follow,Authenticated X following list shows this account follows @ciel_rru.,https://x.com/Tinder_god_2 | https://x.com/ciel_rru,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tinder-god,topspinningtor,follow,Authenticated X following list shows this account follows @topspinningtor.,https://x.com/Tinder_god_2 | https://x.com/topspinningtor,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tinder-mavi,x,affiliation,Profile links point to X.,https://x.com/Tinder_mavi,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tinder109,x,affiliation,Profile links point to X.,https://x.com/tinder109,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tinder109,line,affiliation,Profile links point to LINE.,https://x.com/tinder109 | https://lin.ee/NeVry4Q,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tinder109,hachi-tinder02,affiliation,Public X profile explicitly links @hachi_tinder02 as the side account.,https://x.com/tinder109,0.72,fact,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tinder109,onesan-doumo,follow,Authenticated X following list shows this account follows @onesan_doumo.,https://x.com/tinder109 | https://x.com/tinder109/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tinder109,yamane-ou,follow,Authenticated X following list shows this account follows @yamane_ou.,https://x.com/tinder109 | https://x.com/yamane_ou,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tinder109,b61111746,follow,Authenticated X following list shows this account follows @b61111746.,https://x.com/tinder109 | https://x.com/b61111746,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tinder109,shirouzu-pua,follow,Authenticated X following list shows this account follows @shirouzu_pua.,https://x.com/tinder109 | https://x.com/tinder109/following,0.64,mixed,True,Densify pass: authenticated following candidate materialised as solid follow between already-seeded accounts (high-follower isolation fix).
tinder109,hachi-tinder02,profile_mention,Public profile text mentions @hachi_tinder02.,https://x.com/tinder109,0.72,mixed,True,Densify pass: public profile/bio @handle mention of an already-seeded account.
tindertips1000,x,affiliation,Profile links point to X.,https://x.com/TinderTips1000,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login. Icon backfilled from Grok X integration discovery.
tips,x,affiliation,Profile links point to X.,https://tips.jp/ | https://twitter.com/Tips_infojp,0.86,fact,True,Auto-collected from a public page. Review before relying on inferred meaning.
tk-n0808,x,affiliation,Profile links point to X.,https://x.com/tk_n0808,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: konamon-nampa, oscal-pua, yutayuta-pua."
tk-suto,x,affiliation,Profile links point to X.,https://x.com/tk_suto,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: fake-nagase, madayaluyo, oskeeeer-pua."
to-suto-tore,x,affiliation,Profile links point to X.,https://x.com/to_suto_tore,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
to-suto-tore,tokyo-stonan-kai,affiliation,Public X profile uses an @東京ストナン会 label in the display name.,https://x.com/to_suto_tore,0.76,fact,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
to-suto-tore,dogma-pua666,follow,Authenticated X following list shows this account follows @dogmapua666.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,yamane-ou,follow,Authenticated X following list shows this account follows @yamane_ou.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,b61111746,follow,Authenticated X following list shows this account follows @b61111746.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,zenitsu-tinder,follow,Authenticated X following list shows this account follows @zenitsu_tinder.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,nampa1998,follow,Authenticated X following list shows this account follows @nampa1998.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,yomaru-street,follow,Authenticated X following list shows this account follows @yomaru_street.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,s01183496,follow,Authenticated X following list shows this account follows @s01183496.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,s050456236,follow,Authenticated X following list shows this account follows @S050456236.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,s667270528s,follow,Authenticated X following list shows this account follows @S667270528s.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,fuku-second,follow,Authenticated X following list shows this account follows @fuku_second.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
to-suto-tore,pua-ofline,follow,Authenticated X following list shows this account follows @pua_ofline.,https://x.com/to_suto_tore | https://x.com/to_suto_tore/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tocho-toan-pr,x,affiliation,Profile links point to X.,https://x.com/tocho_toan_pr,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tocho-toan-pr,tokyo,activity,"Approved review candidate from summary, profile_text mentioning Tokyo.",https://x.com/tocho_toan_pr | https://www.tomin-anzen.metro.tokyo.lg.jp/,0.4,interpretation,False,"Approved from review candidate tocho-toan-pr__tokyo__activity. Original evidence: 東京都都民安全推進部_PR (@tocho_toan_pr)
東京都都民安全推進部の広告用アカウントです。リプライやダイレクトメッセージには対応しませんのでご了承ください。
External link: https://www.tomin-anzen.metro.tokyo.lg.jp/ Approval note: bulk-approve"
tocho-toan-pr,streetkyo,profile_mention,Approved review candidate from profile_text mentioning kyo.,https://x.com/tocho_toan_pr | https://www.tomin-anzen.metro.tokyo.lg.jp/,0.4,interpretation,False,"Approved from review candidate tocho-toan-pr__streetkyo__profile_mention. Original evidence: 東京都都民安全推進部_PR (@tocho_toan_pr)
東京都都民安全推進部の広告用アカウントです。リプライやダイレクトメッセージには対応しませんのでご了承ください。
External link: https://www.tomin-anzen.metro.tokyo.lg.jp/ Approval note: bulk-approve"
tohokupua,x,affiliation,Profile links point to X.,https://x.com/tohokupua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
tohokupua,katsudon0711,follow,Authenticated X following list shows this account follows @katsudon0711.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,midori-nanpa,follow,Authenticated X following list shows this account follows @midori_nanpa.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,korasyo-renai,follow,Authenticated X following list shows this account follows @korasyo_renai.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,atfutxgijg66858,follow,Authenticated X following list shows this account follows @atfuTxGIjg66858.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,otaku-pua,follow,Authenticated X following list shows this account follows @otaku_pua.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,qh0kum,follow,Authenticated X following list shows this account follows @qh0kum.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,kinoyamaindo,follow,Authenticated X following list shows this account follows @kinoyamaindo.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,daigakusei-pua,follow,Authenticated X following list shows this account follows @daigakusei_pua.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,allen-pua,follow,Authenticated X following list shows this account follows @allen_pua_.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,task-pua,follow,Authenticated X following list shows this account follows @task_pua.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,taru-pua,follow,Authenticated X following list shows this account follows @taru_pua.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,taruchan100,follow,Authenticated X following list shows this account follows @taruchan100.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,netonan99,follow,Authenticated X following list shows this account follows @netonan99.,https://x.com/tohokupua | https://x.com/tohokupua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tohokupua,shin9suke,follow,Authenticated X following list shows this account follows @shin9suke.,https://x.com/tohokupua | https://x.com/shin9suke,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tohokupua,menma-6789,follow,Authenticated X following list shows this account follows @menma_6789.,https://x.com/tohokupua | https://x.com/menma_6789,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
tokumei-pua,x,affiliation,Profile links point to X.,https://x.com/tokumei_pua_,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
tokyo,kanto,affiliation,Tokyo is grouped under the Kanto region cluster for geographic browsing.,https://www.metro.tokyo.lg.jp/,0.98,fact,False,
tokyo-stonan-kai,x,affiliation,Profile links point to X.,https://x.com/4meakg,0.86,fact,False,
tokyominato23me,x,affiliation,Profile links point to X.,https://x.com/tokyominato23me,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tokyominato23me,tokyo,activity,"Approved review candidate from summary, profile_text mentioning @tokyo.",https://x.com/tokyominato23me,0.4,interpretation,False,Approved from review candidate tokyominato23me__tokyo__activity. Original evidence: @tokyominato23me Approval note: bulk-approve
tokyominato23me,streetkyo,profile_mention,"Approved review candidate from summary, profile_text mentioning kyo.",https://x.com/tokyominato23me,0.4,interpretation,False,Approved from review candidate tokyominato23me__streetkyo__profile_mention. Original evidence: @tokyominato23me Approval note: bulk-approve
tokyousuto-yu,x,affiliation,Profile links point to X.,https://x.com/Tokyousuto_yu,0.86,fact,True,Ingested via Grok X integration tools (x_user_search / x_keyword_search / x_semantic_search).
tomo-pua11,x,affiliation,Profile links point to X.,https://x.com/tomo_pua11,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tomu-riddle,x,affiliation,Profile links point to X.,https://x.com/tomu_riddle,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tomu-riddle,sub-riddle,affiliation,Public X profile explicitly links @sub_riddle as a related account.,https://x.com/tomu_riddle,0.72,fact,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tomu-riddle,sub-riddle,profile_mention,Public profile text mentions @sub_riddle.,https://x.com/tomu_riddle,0.72,mixed,True,Densify pass: public profile/bio @handle mention of an already-seeded account.
tonikaku-sex,x,affiliation,Profile links point to X.,https://x.com/tonikaku_sex_,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: otaku-pua, street-fami, streets-bach."
tonpamiso,x,affiliation,Profile links point to X.,https://x.com/tonpamiso,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tonpamiso,miso,activity,Public X profile identifies this account with the 味噌 field/location.,https://x.com/tonpamiso,0.78,fact,False,Profile text says: 味噌の平和を守ります.
tonpamiso,streetbucha,follow,Authenticated X following list shows this account follows @streetbucha.,https://x.com/tonpamiso | https://x.com/tonpamiso/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tonpamiso,ciel-rru,follow,Authenticated X following list shows this account follows @ciel_rru.,https://x.com/tonpamiso | https://x.com/tonpamiso/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tonpamiso,katsudon0711,follow,Authenticated X following list shows this account follows @katsudon0711.,https://x.com/tonpamiso | https://x.com/tonpamiso/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tonpamiso,deisui-pua,follow,Authenticated X following list shows this account follows @deisui_pua.,https://x.com/tonpamiso | https://x.com/tonpamiso/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tonpamiso,tiku0721,follow,Authenticated X following list shows this account follows @tiku0721.,https://x.com/tonpamiso | https://x.com/tonpamiso/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tonpamiso,training-pua,follow,Authenticated X following list shows this account follows @training_pua.,https://x.com/tonpamiso | https://x.com/tonpamiso/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
tonpamiso,tora-maru005,follow,Authenticated X following list shows this account follows @tora_maru005.,https://x.com/tonpamiso | https://x.com/tonpamiso/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
top-of-himo,x,affiliation,Profile links point to X.,https://x.com/Top_of_himo,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
topspinningtor,x,affiliation,Profile links point to X.,https://x.com/topspinningtor,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: feitan-sub, kamiyoshi-nanpa, tinder-god."
tora-maru005,x,affiliation,Profile links point to X.,https://x.com/tora_maru005,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: korea-pua, nrtq5ihqepycy0n, roco-neko."
tora9765,x,affiliation,Profile links point to X.,https://x.com/tora9765,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: motebody-pua, omamco-pua2, yutayuta-pua."
tora9765,matching-apps,activity,Public X profile mentions matching-app activity.,https://x.com/tora9765,0.68,fact,True,Following-guided public profile screening from data/growth/following_screened.json.
torahiko-5963,x,affiliation,Profile links point to X.,https://x.com/torahiko_5963,0.86,fact,True,Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: feitan-sub.
torahiko-5963,matching-apps,activity,Public X profile mentions matching-app activity.,https://x.com/torahiko_5963,0.68,fact,True,Following-guided public profile screening from data/growth/following_screened.json.
toramar-gekok,x,affiliation,Profile links point to X.,https://x.com/toramar_gekok,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tot1899tds,x,affiliation,Profile links point to X.,https://x.com/tot1899tds,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: mafty-nanpa, nanpasd, vegetst."
toushirou-app,x,affiliation,Profile links point to X.,https://x.com/toushirou_app,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
toushirou-app,tips,affiliation,Profile links point to Tips.,https://x.com/toushirou_app | https://tips.jp/s/aTmxY7,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
toushirou-app,matching-apps,activity,Public X profile explicitly says this account's main field is chat-app strategy for meeting women online.,https://x.com/toushirou_app,0.68,mixed,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
toushirou-app,nampa-program,follow,Authenticated X following list shows this account follows @_nampa_program.,https://x.com/toushirou_app | https://x.com/_nampa_program,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
toushirou-app,endou-dark,follow,Authenticated X following list shows this account follows @endou_dark.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,bakunakioji,follow,Authenticated X following list shows this account follows @bakunakioji.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,nbmmind,follow,Authenticated X following list shows this account follows @nbmmind.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
